MCM Name	Smiles String	InChl Identifier	Measurements
 NC826OOH 	 O=CCC(CC=O)C(C)(OO)CO[N+](=O)[O-] 	 InChI=1S/C8H13NO7/c1-8(16-14,6-15-9(12)13)7(2-4-10)3-5-11/h4-5,7,14H,2-3,6H2,1H3 	
 CH3C2H2O2 	 CC(=C)O[O] 	 InChI=1S/C3H5O2/c1-3(2)5-4/h1H2,2H3 	
 OETOLO 	 CCC12OOC(C2O)C([O])(O)C=C1C 	 InChI=1S/C9H13O5/c1-3-8-5(2)4-9(11,12)7(6(8)10)13-14-8/h4,6-7,10-11H,3H2,1-2H3 	
 C6H5CO3H 	 OOC(=O)c1ccccc1 	 InChI=1S/C7H6O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5,9H 	
 CLETAL 	 ClCC=O 	 InChI=1S/C2H3ClO/c3-1-2-4/h2H,1H2 	
 NIPBFUOOH 	 OOC1C(=O)OC(C(C)C)C1ON(=O)=O 	 InChI=1S/C7H11NO7/c1-3(2)4-5(14-8(10)11)6(15-12)7(9)13-4/h3-6,12H,1-2H3 	
 PMALANHY 	 CCCC1=CC(=O)OC1=O 	 InChI=1S/C7H8O3/c1-2-3-5-4-6(8)10-7(5)9/h4H,2-3H2,1H3 	
 HO13C5OOH 	 OCCC(O)C(C)OO 	 InChI=1S/C5H12O4/c1-4(9-8)5(7)2-3-6/h4-8H,2-3H2,1H3 	
 DIETETOOH 	 CC(OCC)OO 	 InChI=1S/C4H10O3/c1-3-6-4(2)7-5/h4-5H,3H2,1-2H3 	
 C614OH 	 CC(=O)C(=O)CC(O)CO 	 InChI=1S/C6H10O4/c1-4(8)6(10)2-5(9)3-7/h5,7,9H,2-3H2,1H3 	
 CH4 	 C 	 InChI=1S/CH4/h1H4 	
 HMGLYOO 	 [O-]/[O+]=C(\CO)/C=O 	 InChI=1S/C3H4O4/c4-1-3(2-5)7-6/h1,5H,2H2 	
 NC4CO3 	 [O]OC(=O)C=C(C)CON(=O)=O 	 InChI=1S/C5H6NO6/c1-4(2-5(7)12-10)3-11-6(8)9/h2H,3H2,1H3 	
 C54CO 	 O=CC(=O)C(=O)C(=O)C 	 InChI=1S/C5H4O4/c1-3(7)5(9)4(8)2-6/h2H,1H3 	
 C614O2 	 OCC(O[O])CC(=O)C(=O)C 	 InChI=1S/C6H9O5/c1-4(8)6(9)2-5(3-7)11-10/h5,7H,2-3H2,1H3 	
 EBZBPEROOH 	 OOC1C=CC2(CC)OOC1C2O 	 InChI=1S/C8H12O5/c1-2-8-4-3-5(11-10)6(7(8)9)12-13-8/h3-7,9-10H,2H2,1H3 	
 OXYL1O2 	 [O]Oc1ccccc1C 	 InChI=1S/C7H7O2/c1-6-4-2-3-5-7(6)9-8/h2-5H,1H3 	
 MIPKBNO3 	 O=N(=O)OCC(C)C(=O)C 	 InChI=1S/C5H9NO4/c1-4(5(2)7)3-10-6(8)9/h4H,3H2,1-2H3 	
 EMALNHYOOH 	 CCC1(OO)C(O)C(=O)OC1=O 	 InChI=1S/C6H8O6/c1-2-6(12-10)3(7)4(8)11-5(6)9/h3,7,10H,2H2,1H3 	
 PRONO3BO2 	 [O]OC(C)CON(=O)=O 	 InChI=1S/C3H6NO5/c1-3(9-7)2-8-4(5)6/h3H,2H2,1H3 	
 ECOCO2H 	 CCC(=O)C(=O)O 	 InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7) 	
 ACCOC3H6O2 	 CC(CC(=O)OC(=O)C)O[O] 	 InChI=1S/C6H9O5/c1-4(11-9)3-6(8)10-5(2)7/h4H,3H2,1-2H3 	
 HIEPOXB 	 OCC1OC1(CO)CO 	 InChI=1S/C5H10O4/c6-1-4-5(2-7,3-8)9-4/h4,6-8H,1-3H2 	
 PNNCATCOOH 	 CCCC12OOC(C(=C(O)C2(O)OO)N(=O)=O)C1ON(=O)=O 	 InChI=1S/C9H12N2O11/c1-2-3-8-7(19-11(16)17)5(20-22-8)4(10(14)15)6(12)9(8,13)21-18/h5,7,12-13,18H,2-3H2,1H3 	
 C86OOH 	 O=CCC(C(=O)C)C(C)(C)OO 	 InChI=1S/C8H14O4/c1-6(10)7(4-5-9)8(2,3)12-11/h5,7,11H,4H2,1-3H3 	
 CONM2CO2H 	 O=CC(C)(ON(=O)=O)C(=O)O 	 InChI=1S/C4H5NO6/c1-4(2-6,3(7)8)11-5(9)10/h2H,1H3,(H,7,8) 	
 BU1ENO3OOH 	 CCC(OO)CON(=O)=O 	 InChI=1S/C4H9NO5/c1-2-4(10-8)3-9-5(6)7/h4,8H,2-3H2,1H3 	
 C1215OH 	 O=CCCC(=O)C(=O)CC(C)(C)C(O)CCO 	 InChI=1S/C12H20O5/c1-12(2,11(17)5-7-14)8-10(16)9(15)4-3-6-13/h6,11,14,17H,3-5,7-8H2,1-2H3 	
 C141CO3 	 [O]OC(=O)CCC(=C)C1CC(C)(C)C1CCC(=O)C 	 InChI=1S/C15H23O4/c1-10(5-8-14(17)19-18)12-9-15(3,4)13(12)7-6-11(2)16/h12-13H,1,5-9H2,2-4H3 	
 PBZPOXMUC 	 CCCC(=O)C=CC1OC1C=O 	 InChI=1S/C9H12O3/c1-2-3-7(11)4-5-8-9(6-10)12-8/h4-6,8-9H,2-3H2,1H3 	
 C57OOH 	 OCC(O)C(C)(OO)C=O 	 InChI=1S/C5H10O5/c1-5(3-7,10-9)4(8)2-6/h3-4,6,8-9H,2H2,1H3 	
 MXNCATECH 	 O=N(=O)c1c(C)cc(C)c(O)c1O 	 InChI=1S/C8H9NO4/c1-4-3-5(2)7(10)8(11)6(4)9(12)13/h3,10-11H,1-2H3 	
 MXNCATECO 	 O=N(=O)C1=C(O)C([O])(O)C2(C)OOC1(C)C2O 	 InChI=1S/C8H10NO8/c1-6-3(9(14)15)4(10)8(12,13)7(2,5(6)11)17-16-6/h5,10-12H,1-2H3 	
 ISOPAOOH 	 OOCC=C(C)CO 	 InChI=1S/C5H10O3/c1-5(4-6)2-3-8-7/h2,6-7H,3-4H2,1H3 	
 BCKANO3 	 [O-][N+](=O)OC1(C)CCC2C(CC2(C)C)C(=O)CCC1O 	 InChI=1S/C14H23NO5/c1-13(2)8-9-10(13)6-7-14(3,20-15(18)19)12(17)5-4-11(9)16/h9-10,12,17H,4-8H2,1-3H3 	
 CO25C74OH 	 CCC(=O)C(O)CC(=O)C 	 InChI=1S/C7H12O3/c1-3-6(9)7(10)4-5(2)8/h7,10H,3-4H2,1-2H3 	
 C52NO33O2 	 CCC(O[O])C(C)ON(=O)=O 	 InChI=1S/C5H10NO5/c1-3-5(11-9)4(2)10-6(7)8/h4-5H,3H2,1-2H3 	
 CH2CLCOCL 	 ClCC(=O)Cl 	 InChI=1S/C2H2Cl2O/c3-1-2(4)5/h1H2 	
 C1H4C5CO3H 	 O=CCCC(O)CC(=O)OO 	 InChI=1S/C6H10O5/c7-3-1-2-5(8)4-6(9)11-10/h3,5,8,10H,1-2,4H2 	
 M2BKAOH 	 CC(O)C(C)C(=O)C 	 InChI=1S/C6H12O2/c1-4(5(2)7)6(3)8/h4-5,7H,1-3H3 	
 M2BKAO2 	 [O]OC(C)C(C)C(=O)C 	 InChI=1S/C6H11O3/c1-4(5(2)7)6(3)9-8/h4,6H,1-3H3 	
 C736O 	 [O]CC(=O)C(=C)CCC=O 	 InChI=1S/C7H9O3/c1-6(3-2-4-8)7(10)5-9/h4H,1-3,5H2 	
 C81OOH 	 CC(OO)C(=O)CC(O)CCC 	 InChI=1S/C8H16O4/c1-3-4-7(9)5-8(10)6(2)12-11/h6-7,9,11H,3-5H2,1-2H3 	
 A2PAN 	 OCC(O)C(=O)OON(=O)=O 	 InChI=1S/C3H5NO7/c5-1-2(6)3(7)10-11-4(8)9/h2,5-6H,1H2 	
 CHEXO 	 [O]C1CCCCC1 	 InChI=1S/C6H11O/c7-6-4-2-1-3-5-6/h6H,1-5H2 	
 HO13C5O 	 OCCC(O)C(C)[O] 	 InChI=1S/C5H11O3/c1-4(7)5(8)2-3-6/h4-6,8H,2-3H2,1H3 	
 EMPOHNO2O 	 CCC1=CC([O])(O)C2(OOC1C2(C)O)N(=O)=O 	 InChI=1S/C9H12NO7/c1-3-5-4-8(12,13)9(10(14)15)7(2,11)6(5)16-17-9/h4,6,11-12H,3H2,1-2H3 	
 C922O2 	 OCC(=O)C(=O)CC(CO)C(C)(C)O[O] 	 InChI=1S/C9H15O6/c1-9(2,15-14)6(4-10)3-7(12)8(13)5-11/h6,10-11H,3-5H2,1-2H3 	
 C1215O2 	 O=CCCC(=O)C(=O)CC(C)(C)C(O[O])CCO 	 InChI=1S/C12H19O6/c1-12(2,11(18-17)5-7-14)8-10(16)9(15)4-3-6-13/h6,11,14H,3-5,7-8H2,1-2H3 	
 DM35EBO 	 Cc1cc(C)cc(c1)C(C)[O] 	 InChI=1S/C10H13O/c1-7-4-8(2)6-10(5-7)9(3)11/h4-6,9H,1-3H3 	
 MVKOHBO2 	 OCC(=O)C(CO)O[O] 	 InChI=1S/C4H7O5/c5-1-3(7)4(2-6)9-8/h4-6H,1-2H2 	
 C106OOH 	 O=CCC(=O)CC(C(=O)C)C(C)(C)OO 	 InChI=1S/C10H16O5/c1-7(12)9(10(2,3)15-14)6-8(13)4-5-11/h5,9,14H,4,6H2,1-3H3 	
 ISOP34O2 	 CC(=C)C(CO[O])O 	 InChI=1S/C5H9O3/c1-4(2)5(6)3-8-7/h5-6H,1,3H2,2H3 	
 H14M4C6 	 OCCCC(C)(O)CC 	 InChI=1S/C7H16O2/c1-3-7(2,9)5-4-6-8/h8-9H,3-6H2,1-2H3 	
 CL12PRAO2 	 [O]OCC(Cl)CCl 	 InChI=1S/C3H5Cl2O2/c4-1-3(5)2-7-6/h3H,1-2H2 	
 C52NO31CO 	 CCCC(C=O)ON(=O)=O 	 InChI=1S/C5H9NO4/c1-2-3-5(4-7)10-6(8)9/h4-5H,2-3H2,1H3 	
 HMVKNGLYOX 	 OCC(ON(=O)=O)C(=O)C=O 	 InChI=1S/C4H5NO6/c6-1-3(8)4(2-7)11-5(9)10/h1,4,7H,2H2 	
 M2PECO 	 CCC([O])C(C)C 	 InChI=1S/C6H13O/c1-4-6(7)5(2)3/h5-6H,4H2,1-3H3 	
 C54NO3 	 OCCC(C)(O)CON(=O)=O 	 InChI=1S/C5H11NO5/c1-5(8,2-3-7)4-11-6(9)10/h7-8H,2-4H2,1H3 	
 MIPKAOH 	 CC(=O)C(C)(C)O 	 InChI=1S/C5H10O2/c1-4(6)5(2,3)7/h7H,1-3H3 	
 CHOC4DOLO2 	 OCC(O)CC(O[O])C=O 	 InChI=1S/C5H9O5/c6-2-4(8)1-5(3-7)10-9/h3-6,8H,1-2H2 	
 HOCH2CO2H 	 OCC(=O)O 	 InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5) 	
 TLEMUCCO2H 	 CC(=O)C=CC1OC1C(=O)O 	 InChI=1S/C7H8O4/c1-4(8)2-3-5-6(11-5)7(9)10/h2-3,5-6H,1H3,(H,9,10) 	
 INDHPCO3 	 [O]OC(=O)C(C)(OO)C(CO)ON(=O)=O 	 InChI=1S/C5H8NO9/c1-5(15-12,4(8)14-11)3(2-7)13-6(9)10/h3,7,12H,2H2,1H3 	
 C23O3CCO3 	 [O]OC(=O)COC(=O)C(=O)C 	 InChI=1S/C5H5O6/c1-3(6)5(8)10-2-4(7)11-9/h2H2,1H3 	
 HC3CCO3H 	 OC(C=C)C(=O)OO 	 InChI=1S/C4H6O4/c1-2-3(5)4(6)8-7/h2-3,5,7H,1H2 	
 M2BK 	 CCC(C)C(=O)C 	 InChI=1S/C6H12O/c1-4-5(2)6(3)7/h5H,4H2,1-3H3 	
 TLFUONOO 	 [O-][O+]=CCC(=O)OC(=O)C 	 InChI=1S/C5H6O5/c1-4(6)10-5(7)2-3-9-8/h3H,2H2,1H3 	
 BUTDBOOH 	 OCC(OO)C=C 	 InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h2,4-6H,1,3H2 	
 C116NO3 	 O=CCC1C(CC1(C)C)C(=O)CCO[N+](=O)[O-] 	 InChI=1S/C11H17NO5/c1-11(2)7-8(9(11)3-5-13)10(14)4-6-17-12(15)16/h5,8-9H,3-4,6-7H2,1-2H3 	
 MIPKAO2 	 [O]OC(C)(C)C(=O)C 	 InChI=1S/C5H9O3/c1-4(6)5(2,3)8-7/h1-3H3 	
 C626OOH 	 OOCC(CC=O)C(=O)C 	 InChI=1S/C6H10O4/c1-5(8)6(2-3-7)4-10-9/h3,6,9H,2,4H2,1H3 	
 HO14CO3C5 	 OCCC(=O)C(C)O 	 InChI=1S/C5H10O3/c1-4(7)5(8)2-3-6/h4,6-7H,2-3H2,1H3 	
 CL12PRAOH 	 OCC(Cl)CCl 	 InChI=1S/C3H6Cl2O/c4-1-3(5)2-6/h3,6H,1-2H2 	
 CCLOHCOOH 	 OOCC(O)Cl 	 InChI=1S/C2H5ClO3/c3-2(4)1-6-5/h2,4-5H,1H2 	
 C6CONO34OH 	 CCC(O)C(ON(=O)=O)C(=O)C 	 InChI=1S/C6H11NO5/c1-3-5(9)6(4(2)8)12-7(10)11/h5-6,9H,3H2,1-2H3 	
 CCL3CHO 	 O=CC(Cl)(Cl)Cl 	 InChI=1S/C2HCl3O/c3-2(4,5)1-6/h1H 	
 BOXMCO3 	 CCCCOCC(=O)O[O] 	 InChI=1S/C6H11O4/c1-2-3-4-9-5-6(7)10-8/h2-5H2,1H3 	
 EPXKTMPAN 	 O=N(=O)OOC(=O)C1OC1(C)C(=O)C 	 InChI=1S/C6H7NO7/c1-3(8)6(2)4(12-6)5(9)13-14-7(10)11/h4H,1-2H3 	
 C128NO3 	 OCCC(=C)C(=O)CC(C)(C)C(CC=O)O[N+](=O)[O-] 	 InChI=1S/C12H19NO6/c1-9(4-6-14)10(16)8-12(2,3)11(5-7-15)19-13(17)18/h7,11,14H,1,4-6,8H2,2-3H3 	
 BUOX2ETOH 	 CCCCOCCO 	 InChI=1S/C6H14O2/c1-2-3-5-8-6-4-7/h7H,2-6H2,1H3 	
 INDHPPAN 	 OCC(ON(=O)=O)C(C)(OO)C(=O)OON(=O)=O 	 InChI=1S/C5H8N2O11/c1-5(17-14,3(2-8)15-6(10)11)4(9)16-18-7(12)13/h3,8,14H,2H2,1H3 	
 C23O3CPAN 	 O=C(OON(=O)=O)COC(=O)C(=O)C 	 InChI=1S/C5H5NO8/c1-3(7)5(9)12-2-4(8)13-14-6(10)11/h2H2,1H3 	
 C518CHO 	 CC(=C)C(CO)C=O 	 InChI=1S/C6H10O2/c1-5(2)6(3-7)4-8/h3,6,8H,1,4H2,2H3 	
 NEBFUO2 	 CCC1OC(=O)C(O[O])C1ON(=O)=O 	 InChI=1S/C6H8NO7/c1-2-3-4(13-7(9)10)5(14-11)6(8)12-3/h3-5H,2H2,1H3 	
 DNPETOL 	 CCc1cc(N(=O)=O)c(C)c(N(=O)=O)c1O 	 InChI=1S/C9H10N2O5/c1-3-6-4-7(10(13)14)5(2)8(9(6)12)11(15)16/h4,12H,3H2,1-2H3 	
 NDNEBNZLO2 	 [O]OC1(O)C(=CC2(OOC1(CC)C2ON(=O)=O)N(=O)=O)N(=O)=O 	 InChI=1S/C8H8N3O12/c1-2-6-5(20-11(17)18)7(10(15)16,23-22-6)3-4(9(13)14)8(6,12)21-19/h3,5,12H,2H2,1H3 	
 ACCOETO 	 CC(=O)OC(=O)CC[O] 	 InChI=1S/C5H7O4/c1-4(7)9-5(8)2-3-6/h2-3H2,1H3 	
 C719O 	 O=C1CC(O)C(C)([O])C(O)C1 	 InChI=1S/C7H11O4/c1-7(11)5(9)2-4(8)3-6(7)10/h5-6,9-10H,2-3H2,1H3 	
 PPRBQCO 	 CCCC(=CC(=O)C=O)C(=O)CO 	 InChI=1S/C9H12O4/c1-2-3-7(9(13)6-11)4-8(12)5-10/h4-5,11H,2-3,6H2,1H3 	
 C54O 	 OCCC(C)(O)C[O] 	 InChI=1S/C5H11O3/c1-5(8,4-7)2-3-6/h6,8H,2-4H2,1H3 	
 HO2C4O2 	 [O]OCCC(C)O 	 InChI=1S/C4H9O3/c1-4(5)2-3-7-6/h4-5H,2-3H2,1H3 	
 C62CHO 	 O=CC(O)C(=O)C(=O)C(C)C 	 InChI=1S/C7H10O4/c1-4(2)6(10)7(11)5(9)3-8/h3-5,9H,1-2H3 	
 CO2C3CO2H 	 CC(=O)CC(=O)O 	 InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7) 	
 MACO3H 	 CC(=C)C(=O)OO 	 InChI=1S/C4H6O3/c1-3(2)4(5)7-6/h6H,1H2,2H3 	
 C6CONO34O2 	 CCC(O[O])C(ON(=O)=O)C(=O)C 	 InChI=1S/C6H10NO6/c1-3-5(13-11)6(4(2)8)12-7(9)10/h5-6H,3H2,1-2H3 	
 C123O 	 CCCCCCC(O)C([O])CC(=O)CC 	 InChI=1S/C12H23O3/c1-3-5-6-7-8-11(14)12(15)9-10(13)4-2/h11-12,14H,3-9H2,1-2H3 	
 METLBPR2OH 	 CCC12OOC(C)(C=CC1O)C2O 	 InChI=1S/C9H14O4/c1-3-9-6(10)4-5-8(2,7(9)11)12-13-9/h4-7,10-11H,3H2,1-2H3 	
 C4M3NO32O2 	 [O]OCC(ON(=O)=O)C(C)C 	 InChI=1S/C5H10NO5/c1-4(2)5(3-10-9)11-6(7)8/h4-5H,3H2,1-2H3 	
 C114O2 	 CCCCCC(=O)C(O[O])CC(=O)CC 	 InChI=1S/C11H19O4/c1-3-5-6-7-10(13)11(15-14)8-9(12)4-2/h11H,3-8H2,1-2H3 	
 HYPROPO 	 OCC(C)[O] 	 InChI=1S/C3H7O2/c1-3(5)2-4/h3-4H,2H2,1H3 	
 CHCL2OH 	 OC(Cl)Cl 	 InChI=1S/CH2Cl2O/c2-1(3)4/h1,4H 	
 C731OH 	 OCCC(CC=O)C(=O)C 	 InChI=1S/C7H12O3/c1-6(10)7(2-4-8)3-5-9/h4,7,9H,2-3,5H2,1H3 	
 HC4CCO2H 	 OCC=C(C)C(=O)O 	 InChI=1S/C5H8O3/c1-4(2-3-6)5(7)8/h2,6H,3H2,1H3,(H,7,8) 	
 HO2C4CHO 	 O=CCCC(C)O 	 InChI=1S/C5H10O2/c1-5(7)3-2-4-6/h4-5,7H,2-3H2,1H3 	
 BOXPROLBO 	 CCCCOC([O])C(C)O 	 InChI=1S/C7H15O3/c1-3-4-5-10-7(9)6(2)8/h6-8H,3-5H2,1-2H3 	
 CHCL2O2 	 [O]OC(Cl)Cl 	 InChI=1S/CHCl2O2/c2-1(3)5-4/h1H 	
 C114OH 	 CCCCCC(=O)C(O)CC(=O)CC 	 InChI=1S/C11H20O3/c1-3-5-6-7-10(13)11(14)8-9(12)4-2/h11,14H,3-8H2,1-2H3 	
 MALDIALCO2 	 O=CC=CC(=O)[O] 	 InChI=1S/C4H3O3/c5-3-1-2-4(6)7/h1-3H 	
 MALDIALCO3 	 [O]OC(=O)C=CC=O 	 InChI=1S/C4H3O4/c5-3-1-2-4(6)8-7/h1-3H 	
 C7OHCO2PAN 	 O=CC(O)C(=O)C(=CC(=O)OON(=O)=O)CC 	 InChI=1S/C8H9NO8/c1-2-5(8(13)6(11)4-10)3-7(12)16-17-9(14)15/h3-4,6,11H,2H2,1H3 	
 C733CO 	 OCCC(C(=O)C)C(=O)C=O 	 InChI=1S/C7H10O4/c1-5(10)6(2-3-8)7(11)4-9/h4,6,8H,2-3H2,1H3 	
 NPROACEAO2 	 CC(COC(=O)C)O[O] 	 InChI=1S/C5H9O4/c1-4(9-7)3-8-5(2)6/h4H,3H2,1-2H3 	
 NTMB1FUOOH 	 OOC1(C)C(C)OC(=O)C1ON(=O)=O 	 InChI=1S/C6H9NO7/c1-3-6(2,14-11)4(5(8)12-3)13-7(9)10/h3-4,11H,1-2H3 	
 C4NO32M2O 	 CCC(C)([O])CON(=O)=O 	 InChI=1S/C5H10NO4/c1-3-5(2,7)4-10-6(8)9/h3-4H2,1-2H3 	
 OETLMUCO3H 	 CC1(OC1(CC)C(=O)OO)C=CC=O 	 InChI=1S/C9H12O5/c1-3-9(7(11)13-12)8(2,14-9)5-4-6-10/h4-6,12H,3H2,1-2H3 	
 CO23C4NO3 	 O=N(=O)OCC(=O)C(=O)C 	 InChI=1S/C4H5NO5/c1-3(6)4(7)2-10-5(8)9/h2H2,1H3 	
 HOBUT2CO3 	 OCCC(C)C(=O)O[O] 	 InChI=1S/C5H9O4/c1-4(2-3-6)5(7)9-8/h4,6H,2-3H2,1H3 	
 TM135MUCO2 	 [O]OC(C)(C(O)C(=O)C)C1OC1(C)C=O 	 InChI=1S/C9H13O6/c1-5(11)6(12)9(3,15-13)7-8(2,4-10)14-7/h4,6-7,12H,1-3H3 	
 TM135MUCO3 	 [O]OC(=O)C1(C)OC1C(=CC(=O)C)C 	 InChI=1S/C9H11O5/c1-5(4-6(2)10)7-9(3,13-7)8(11)14-12/h4,7H,1-3H3 	
 LIMONIC 	 OC(=O)CCC(CC(=O)O)C(=C)C 	 InChI=1S/C9H14O4/c1-6(2)7(5-9(12)13)3-4-8(10)11/h7H,1,3-5H2,2H3,(H,10,11)(H,12,13) 	
 DNPETOLO 	 CCC12OOC(N(=O)=O)(C(=C(N(=O)=O)C2([O])O)C)C1O 	 InChI=1S/C9H11N2O9/c1-3-7-6(12)8(11(17)18,20-19-7)4(2)5(10(15)16)9(7,13)14/h6,12-13H,3H2,1-2H3 	
 OET1O 	 CCc1c(C)cccc1[O] 	 InChI=1S/C9H11O/c1-3-8-7(2)5-4-6-9(8)10/h4-6H,3H2,1-2H3 	
 ETBEAO 	 CCOC(C)(C)C[O] 	 InChI=1S/C6H13O2/c1-4-8-6(2,3)5-7/h4-5H2,1-3H3 	
 C44OOH 	 O=CCC(OO)C(=O)O 	 InChI=1S/C4H6O5/c5-2-1-3(9-8)4(6)7/h2-3,8H,1H2,(H,6,7) 	
 METOLO 	 CCC12C=CC([O])(O)C(C)(OO1)C2O 	 InChI=1S/C9H13O5/c1-3-8-4-5-9(11,12)7(2,6(8)10)13-14-8/h4-6,10-11H,3H2,1-2H3 	
 DMPHOOH 	 OOc1cc(C)cc(C)c1 	 InChI=1S/C8H10O2/c1-6-3-7(2)5-8(4-6)10-9/h3-5,9H,1-2H3 	
 CO1H63NO3 	 OCCCC(CC=O)ON(=O)=O 	 InChI=1S/C6H11NO5/c8-4-1-2-6(3-5-9)12-7(10)11/h5-6,8H,1-4H2 	
 CO2C54O2 	 CC(CC(=O)C)O[O] 	 InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3 	
 BZEMUCCO 	 O=CC1OC1C(=O)C(O)C=O 	 InChI=1S/C6H6O5/c7-1-3(9)5(10)6-4(2-8)11-6/h1-4,6,9H 	
 DIETETO2 	 CC(OCC)O[O] 	 InChI=1S/C4H9O3/c1-3-6-4(2)7-5/h4H,3H2,1-2H3 	
 C52OOH 	 OOCCC(C)CO 	 InChI=1S/C5H12O3/c1-5(4-6)2-3-8-7/h5-7H,2-4H2,1H3 	
 C73O 	 CC([O])C(=O)CC(=O)C(=O)C 	 InChI=1S/C7H9O4/c1-4(8)6(10)3-7(11)5(2)9/h4H,3H2,1-2H3 	
 C825O2 	 OCC(CC(O[O])C(=O)O)C(=C)C 	 InChI=1S/C8H13O5/c1-5(2)6(4-9)3-7(13-12)8(10)11/h6-7,9H,1,3-4H2,2H3,(H,10,11) 	
 C134O2 	 OCCC(=O)C(=O)C(O[O])C(C)(C)C(=O)CCC(=O)C 	 InChI=1S/C13H19O7/c1-8(15)4-5-10(17)13(2,3)12(20-19)11(18)9(16)6-7-14/h12,14H,4-7H2,1-3H3 	
 C65OH4O2 	 CCCC(O[O])C(C)O 	 InChI=1S/C6H13O3/c1-3-4-6(9-8)5(2)7/h5-7H,3-4H2,1-2H3 	
 CO1M22CO3H 	 OOC(=O)C(C)(C)C=O 	 InChI=1S/C5H8O4/c1-5(2,3-6)4(7)9-8/h3,8H,1-2H3 	
 ALCOCH2OOH 	 OOCC(=O)C=O 	 InChI=1S/C3H4O4/c4-1-3(5)2-7-6/h1,6H,2H2 	
 SBUACAOOH 	 CCC(C)(OO)OC(=O)C 	 InChI=1S/C6H12O4/c1-4-6(3,10-8)9-5(2)7/h8H,4H2,1-3H3 	
 NO3CH2CO3 	 [O]OC(=O)CON(=O)=O 	 InChI=1S/C2H2NO6/c4-2(9-7)1-8-3(5)6/h1H2 	
 C610O 	 OCC([O])C(C)C(=O)C 	 InChI=1S/C6H11O3/c1-4(5(2)8)6(9)3-7/h4,6-7H,3H2,1-2H3 	
 MVKOHANO3 	 OCC(=O)C(O)CON(=O)=O 	 InChI=1S/C4H7NO6/c6-1-3(7)4(8)2-11-5(9)10/h4,6,8H,1-2H2 	
 C51NO32O2 	 CCCC(O[O])CON(=O)=O 	 InChI=1S/C5H10NO5/c1-2-3-5(11-9)4-10-6(7)8/h5H,2-4H2,1H3 	
 NC72O2 	 [O]OC1C(=O)CC(=O)C(C)(ON(=O)=O)C1=O 	 InChI=1S/C7H6NO8/c1-7(16-8(12)13)4(10)2-3(9)5(15-14)6(7)11/h5H,2H2,1H3 	
 M3HEX 	 CCCC(C)CC 	 InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3 	
 NSTYRENO2 	 [O]OC(CON(=O)=O)c1ccccc1 	 InChI=1S/C8H8NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8H,6H2 	
 MECOFORMO 	 [O]CC(=O)OC=O 	 InChI=1S/C3H3O4/c4-1-3(6)7-2-5/h2H,1H2 	
 C825OH 	 OCC(CC(O)C(=O)O)C(=C)C 	 InChI=1S/C8H14O4/c1-5(2)6(4-9)3-7(10)8(11)12/h6-7,9-10H,1,3-4H2,2H3,(H,11,12) 	
 C134OH 	 OCCC(=O)C(=O)C(O)C(C)(C)C(=O)CCC(=O)C 	 InChI=1S/C13H20O6/c1-8(15)4-5-10(17)13(2,3)12(19)11(18)9(16)6-7-14/h12,14,19H,4-7H2,1-3H3 	
 MEK2OOC 	 [O-][O+]=C(C)C(=O)C 	 InChI=1S/C4H6O3/c1-3(5)4(2)7-6/h1-2H3 	
 MEK2OOA 	 [O-][O+]=C(C)C(=O)C 	 InChI=1S/C4H6O3/c1-3(5)4(2)7-6/h1-2H3 	
 C5CO14CO2 	 CC(=O)C=CC(=O)[O] 	 InChI=1S/C5H5O3/c1-4(6)2-3-5(7)8/h2-3H,1H3 	
 C8BCNO3 	 O=N(=O)OC1CC2CC1C2(C)C 	 InChI=1S/C8H13NO3/c1-8(2)5-3-6(8)7(4-5)12-9(10)11/h5-7H,3-4H2,1-2H3 	
 MXYOLO2 	 [O]OC1(O)C=CC2(C)OOC1(C)C2O 	 InChI=1S/C8H11O6/c1-6-3-4-8(10,12-11)7(2,5(6)9)14-13-6/h3-5,9-10H,1-2H3 	
 DMK2OH 	 CC(=O)C(O)C(O)C(=O)C 	 InChI=1S/C6H10O4/c1-3(7)5(9)6(10)4(2)8/h5-6,9-10H,1-2H3 	
 M22C43OOH 	 OOC(C)C(C)(C)C 	 InChI=1S/C6H14O2/c1-5(8-7)6(2,3)4/h5,7H,1-4H3 	
 C85CO3 	 [O]OC(=O)C1CC(C(=O)C)C1(C)C 	 InChI=1S/C9H13O4/c1-5(10)6-4-7(8(11)13-12)9(6,2)3/h6-7H,4H2,1-3H3 	
 C624CO2H 	 OCCC(C(=C)C)C(=O)O 	 InChI=1S/C7H12O3/c1-5(2)6(3-4-8)7(9)10/h6,8H,1,3-4H2,2H3,(H,9,10) 	
